10,6
0,0,0,8,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,4086,4086,4086,4086,4086,4086,4086,4086,4086,4086,8.948637e-001,3.698453e-001,3.775902e-001,3.161166e-001,2.000000e+000,1.212195e-001,
1,1,0,0,1.909423e-001,1.641089e-002,1.292411e-002,2.700810e-002,1.647263e-001,1.742434e-001,1.517235e-001,1.735132e-001,5.322839e-002,3.527973e-002,3819,328,258,540,3295,3485,3035,3471,1064,705,2.593768e-001,1.247407e+000,1.523637e-001,4.210969e-002,0.000000e+000,7.336650e-002,
1,0,0,2,1.279922e-002,1.801501e-001,1.834934e-001,1.699889e-001,3.793665e-002,2.881110e-002,5.040452e-002,2.951128e-002,1.448473e-001,1.620575e-001,267,3758,3828,3546,791,601,1051,615,3021,3380,3.230995e-001,-1.443092e+000,-3.272958e-001,1.796154e-001,2.000000e+000,1.741691e-001,
2,2,0,7,4.574295e-002,3.734653e-002,9.433170e-003,1.016342e-002,1.714098e-002,1.350324e-002,3.638102e-001,3.896809e-001,1.070619e-001,6.116739e-003,353,288,72,78,132,104,2810,3010,827,47,6.255989e-001,4.120312e-001,4.046907e-001,5.281027e-001,2.000000e+000,1.148106e-001,
2,0,0,1,4.596516e-004,3.980033e-001,6.970306e-002,1.478167e-002,6.545212e-003,7.211634e-003,3.634854e-002,5.464293e-003,1.544425e-001,3.070401e-001,4,3476,608,129,57,62,317,47,1349,2682,4.018677e-001,1.033889e+000,4.035921e-001,8.678935e-001,0.000000e+000,4.733421e-002,
3,4,0,7,7.668236e-002,6.746926e-002,1.449017e-002,4.424944e-003,8.354848e-003,3.686521e-003,5.863485e-002,6.996467e-001,5.680153e-002,9.808777e-003,322,283,60,18,35,15,246,2940,238,41,2.300790e-001,3.853774e-001,-1.412244e-001,2.992574e-001,0.000000e+000,4.430677e-001,
2,3,0,0,2.822852e-001,3.240576e-003,1.512021e-002,3.760486e-002,2.575702e-001,2.753628e-001,1.830272e-002,3.752510e-002,1.936250e-002,5.362576e-002,3466,39,185,461,3162,3381,224,460,237,658,3.966491e-001,7.698439e-001,1.963714e-001,4.323181e-002,0.000000e+000,7.800836e-001,
4,8,0,1,5.288333e-002,2.657785e-001,3.286640e-002,2.915391e-003,1.321110e-002,5.829309e-003,1.241390e-001,2.566008e-001,2.070010e-001,3.877530e-002,56,282,34,3,14,6,131,272,220,41,6.778161e-002,1.081013e-001,2.376934e-001,8.136132e-001,2.000000e+000,3.967406e-003,
5,16,0,1,1.546106e-002,3.705092e-001,3.913434e-002,2.892821e-003,7.022582e-003,0.000000e+000,2.020888e-002,3.587332e-001,1.409938e-001,4.504403e-002,11,264,27,2,5,0,14,256,100,32,2.453993e-001,1.353351e+000,2.653587e-002,9.278435e-002,0.000000e+000,4.572283e-001,
6,32,0,1,2.395768e-002,6.014615e-001,3.176412e-002,2.739347e-003,5.320009e-003,0.000000e+000,2.460437e-002,1.549968e-002,2.546649e-001,3.998841e-002,9,226,11,1,2,0,9,5,96,15,3.081454e-001,-2.321661e-001,-1.627094e-001,8.817661e-001,2.000000e+000,2.075564e-001,
7,64,0,1,0.000000e+000,8.279091e-001,3.918586e-002,0.000000e+000,0.000000e+000,0.000000e+000,2.023548e-002,0.000000e+000,7.320416e-002,3.946541e-002,0,210,9,0,0,0,5,0,18,10,4.175848e-001,9.537359e-001,-1.534928e-001,5.046389e-001,3.000000e+000,5.689566e-001,
8,128,0,8,0.000000e+000,3.943154e-001,3.043568e-002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.832905e-001,9.195842e-002,0,12,0,0,0,0,0,0,15,3,4.516739e-002,-6.050315e-001,2.346416e-001,4.466581e-001,3.000000e+000,5.672475e-001,
9,256,1,8,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,13,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
9,257,0,1,0.000000e+000,6.550133e-001,5.055794e-002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.416730e-001,1.527559e-001,0,12,0,0,0,0,0,0,2,3,4.090091e-001,-1.515479e+000,6.508070e-002,3.805399e-002,0.000000e+000,9.702445e-001,
10,514,0,8,0.000000e+000,0.000000e+000,2.630063e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,7.369937e-001,0.000000e+000,0,0,0,0,0,0,0,0,2,0,2.728965e-001,-1.951092e-002,-8.915982e-002,1.619886e-001,3.000000e+000,5.610828e-001,
11,1028,1,2,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
11,1029,1,8,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,2,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
10,515,0,1,0.000000e+000,8.108917e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.891083e-001,0,12,0,0,0,0,0,0,0,3,1.971801e-001,1.175308e+000,1.246529e-001,6.419364e-002,0.000000e+000,1.109348e-001,
11,1030,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,12,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
11,1031,1,9,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0,0,0,0,0,0,0,0,0,3,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
8,129,0,1,0.000000e+000,8.919838e-001,4.047893e-002,0.000000e+000,0.000000e+000,0.000000e+000,2.322580e-002,0.000000e+000,1.260329e-002,3.170822e-002,0,197,8,0,0,0,5,0,2,7,7.754753e-001,-8.721447e-001,-2.700430e-001,6.220317e-001,2.000000e+000,3.980834e-001,
9,258,0,1,0.000000e+000,9.663899e-001,2.216445e-002,0.000000e+000,0.000000e+000,0.000000e+000,1.144567e-002,0.000000e+000,0.000000e+000,0.000000e+000,0,174,3,0,0,0,2,0,0,0,7.049776e-001,-1.392661e+000,2.528611e-001,2.104835e-001,3.000000e+000,2.694479e-001,
2,1,0,3,2.168825e-002,2.321562e-002,2.654643e-001,2.817952e-001,6.055003e-002,4.437067e-002,6.053000e-002,4.683396e-002,1.379353e-001,5.761672e-002,263,281,3219,3417,734,538,734,567,1672,698,1.258278e-001,-5.535455e-001,9.416485e-002,9.785304e-002,0.000000e+000,1.281777e-002,
10,516,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,171,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
10,517,0,2,0.000000e+000,3.301662e-001,4.417270e-001,0.000000e+000,0.000000e+000,0.000000e+000,2.281068e-001,0.000000e+000,0.000000e+000,0.000000e+000,0,2,3,0,0,0,2,0,0,0,4.132816e-001,1.364952e+000,-2.925352e-001,2.962931e-001,2.000000e+000,3.769951e-001,
11,1034,0,1,0.000000e+000,5.914064e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.085936e-001,0.000000e+000,0.000000e+000,0.000000e+000,0,2,0,0,0,0,2,0,0,0,5.905942e-001,-1.329765e+000,-1.210517e-001,1.380816e-001,0.000000e+000,6.644185e-001,
12,2068,1,6,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,2,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
12,2069,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,2,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
11,1035,1,2,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,3,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
9,259,0,1,0.000000e+000,5.712667e-001,1.194209e-001,0.000000e+000,0.000000e+000,0.000000e+000,7.400239e-002,0.000000e+000,6.692801e-002,1.683820e-001,0,23,4,0,0,0,3,0,2,7,8.085879e-001,-8.176866e-001,7.206947e-002,1.207450e-001,3.000000e+000,6.840113e-001,
10,518,0,1,0.000000e+000,7.290417e-001,1.219225e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,5.694165e-002,9.209420e-002,0,23,3,0,0,0,0,0,1,3,1.826228e-001,1.551337e+000,1.459853e-001,4.970123e-002,2.000000e+000,1.597339e-001,
11,1036,0,1,0.000000e+000,8.264869e-001,6.910943e-002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.044037e-001,0,23,1,0,0,0,0,0,0,3,1.555834e-001,-1.493044e+000,-3.746605e-001,6.438340e-001,3.000000e+000,5.201880e-001,
12,2072,0,2,0.000000e+000,0.000000e+000,4.982228e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,5.017772e-001,0,0,1,0,0,0,0,0,0,2,8.615375e-002,9.293831e-001,-6.459242e-002,4.615055e-003,3.000000e+000,1.990112e-001,
13,4144,1,2,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,1,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
13,4145,1,9,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0,0,0,0,0,0,0,0,0,2,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
12,2073,0,1,0.000000e+000,9.595940e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.040603e-002,0,23,0,0,0,0,0,0,0,1,7.129429e-001,-5.789530e-001,-5.256814e-002,9.985967e-001,1.000000e+000,4.256111e-001,
13,4146,1,9,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0,0,0,0,0,0,0,0,0,1,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
13,4147,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,23,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
