10,6
0,0,0,8,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,1.000000e-001,4086,4086,4086,4086,4086,4086,4086,4086,4086,4086,5.391705e-001,2.612168e-001,2.540208e-001,4.471650e-002,0.000000e+000,8.954131e-002,
1,1,0,0,2.324937e-001,9.322908e-003,8.308099e-003,1.638343e-002,1.696730e-001,1.792246e-001,1.367485e-001,1.904439e-001,4.106233e-002,1.633943e-002,3547,142,126,249,2589,2734,2086,2905,626,249,2.246162e-002,6.236317e-001,-1.539660e-002,2.233022e-001,0.000000e+000,2.014222e-002,
2,2,0,7,1.508773e-001,9.307964e-003,1.779008e-003,5.523200e-003,3.620177e-002,2.852932e-002,2.999476e-001,3.949801e-001,6.882235e-002,4.031325e-003,1015,62,11,37,243,192,2019,2659,463,27,2.948393e-001,7.419438e-001,2.101963e-001,3.263213e-001,3.000000e+000,2.386853e-001,
2,3,0,0,2.969513e-001,9.334710e-003,1.346453e-002,2.496044e-002,2.750836e-001,2.982382e-001,7.859972e-003,2.890878e-002,1.913850e-002,2.605992e-002,2531,79,114,212,2345,2542,67,246,163,222,2.868435e-001,-7.005249e-001,-7.887509e-002,8.128424e-002,0.000000e+000,7.765130e-001,
3,5,0,6,4.668802e-002,2.185867e-003,2.193342e-003,1.286250e-002,8.118469e-002,6.580912e-002,6.414497e-001,2.104859e-002,1.232647e-001,3.313484e-003,127,5,5,35,221,179,1751,57,336,9,1.235389e-001,-6.513400e-001,7.969910e-002,1.188226e-001,3.000000e+000,4.898221e-002,
3,4,0,7,2.219574e-001,1.416680e-002,1.496342e-003,5.161799e-004,5.513521e-003,3.096297e-003,6.696797e-002,6.500838e-001,3.168071e-002,4.521050e-003,888,56,5,2,22,12,268,2602,126,18,1.431013e-001,-1.124301e+000,3.767357e-001,5.010896e-001,0.000000e+000,2.370983e-001,
4,10,0,6,7.158417e-003,1.637064e-003,2.737770e-003,9.066475e-003,1.210532e-002,3.908929e-002,8.952040e-001,1.603113e-003,2.864121e-002,2.757301e-003,13,2,4,16,22,71,1631,2,52,5,6.669515e-001,1.252488e+000,-2.456893e-001,5.739393e-002,0.000000e+000,3.440657e-001,
1,0,0,2,2.105091e-002,1.540318e-001,1.546365e-001,1.498246e-001,5.848391e-002,5.279238e-002,7.810264e-002,4.610715e-002,1.351192e-001,1.498509e-001,539,3944,3959,3836,1497,1351,2000,1180,3460,3837,2.359081e-001,1.161597e+000,-2.502060e-001,4.899615e-001,0.000000e+000,1.978820e-001,
4,8,0,7,2.879648e-002,1.842269e-002,2.174787e-003,7.502173e-004,7.284879e-003,2.625097e-003,9.358790e-002,7.952024e-001,4.604482e-002,5.110705e-003,79,50,5,2,20,7,257,2189,126,14,3.003021e-001,1.476937e+000,8.957207e-003,1.756026e-001,0.000000e+000,3.928342e-001,
5,20,0,6,5.899036e-004,1.753771e-003,2.932948e-003,6.677572e-003,2.357877e-003,1.760006e-002,9.432724e-001,1.717400e-003,2.191647e-002,1.181549e-003,1,2,4,11,4,29,1605,2,37,2,2.413099e-001,4.489438e-001,-2.367778e-001,3.106156e-001,0.000000e+000,2.774438e-001,
6,40,0,6,0.000000e+000,2.201175e-002,3.313053e-002,1.142875e-001,0.000000e+000,1.256845e-001,4.676330e-001,0.000000e+000,2.372528e-001,0.000000e+000,0,1,2,10,0,11,42,0,21,0,6.490982e-001,7.219055e-001,4.027985e-001,1.978807e-001,2.000000e+000,4.602802e-001,
7,80,0,6,0.000000e+000,1.895420e-002,5.705706e-002,1.968247e-001,0.000000e+000,2.164525e-001,5.107115e-001,0.000000e+000,0.000000e+000,0.000000e+000,0,0,2,10,0,11,26,0,0,0,7.631764e-001,-5.152907e-001,-2.178564e-001,3.410942e-001,3.000000e+000,2.238838e-001,
8,160,0,6,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,2.976667e-001,7.023333e-001,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,11,26,0,0,0,6.740623e-001,-6.567558e-003,-3.240913e-001,3.290467e-001,1.000000e+000,6.448561e-002,
9,320,1,6,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,26,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
9,321,1,5,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,11,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
3,6,0,5,1.358923e-002,1.366487e-002,1.609623e-002,3.167025e-002,4.057791e-001,4.403930e-001,9.235616e-003,3.102952e-003,2.784241e-002,3.862636e-002,68,68,80,159,2038,2212,46,15,139,194,2.126530e-001,-1.007188e-001,-2.588122e-001,5.670756e-001,3.000000e+000,5.673085e-001,
8,161,0,3,0.000000e+000,6.947105e-002,2.091258e-001,7.214031e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,2,10,0,0,0,0,0,0,7.814264e-001,7.173034e-001,-4.576251e-002,9.007236e-001,3.000000e+000,4.481338e-001,
9,322,1,3,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,10,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
9,323,0,2,0.000000e+000,2.493605e-001,7.506395e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,2,0,0,0,0,0,0,0,7.168798e-001,-1.493715e+000,-2.813349e-001,6.622812e-001,0.000000e+000,2.386242e-001,
10,646,1,2,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,2,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
10,647,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
7,81,0,8,0.000000e+000,2.624546e-002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.079832e-001,0.000000e+000,5.657714e-001,0.000000e+000,0,0,0,0,0,0,15,0,21,0,5.490280e-002,1.250092e+000,-4.867244e-001,9.108896e-001,3.000000e+000,6.946318e-001,
8,162,1,8,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,21,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
5,16,0,6,5.707522e-002,1.108599e-001,1.135091e-002,2.349375e-003,9.125311e-003,9.395127e-003,4.056217e-001,9.748312e-002,2.693028e-001,2.743654e-002,25,48,4,1,4,4,178,42,118,12,1.774957e-001,3.653392e-001,1.655477e-001,7.701646e-001,2.000000e+000,3.173925e-003,
8,163,0,6,0.000000e+000,6.044157e-002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,9.395584e-001,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,15,0,0,0,3.252052e-001,7.981756e-002,-4.010895e-001,8.901540e-001,2.000000e+000,8.468886e-002,
9,326,1,6,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,15,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
9,327,1,1,0.000000e+000,1.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0,0,0,0,0,0,0,0,0,0,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,-1.327039e-003,
6,32,0,1,8.725323e-002,3.301481e-001,3.155020e-002,8.162696e-003,0.000000e+000,0.000000e+000,9.775467e-002,3.079059e-001,7.367471e-002,6.355056e-002,11,41,3,1,0,0,12,38,9,8,9.765007e-001,1.199564e+000,4.499801e-001,3.319591e-001,2.000000e+000,6.875515e-001,
